simpleview_listing_accountid,simpleview_listing_ACCTID,simpleview_listing_LONGITUDE,simpleview_listing_CITY,simpleview_listing_LISTINGKEYWORDS,simpleview_listing_ALTPHONE,simpleview_listing_TOLLFREE,simpleview_listing_SOCIALMEDIA,simpleview_listing_FAX,simpleview_listing_EMAIL,simpleview_listing_ADDR3,simpleview_listing_ZIP,simpleview_listing_ADDR1,simpleview_listing_PHONE,simpleview_listing_ADDR2,simpleview_listing_LATITUDE,simpleview_listing_WEBURL,simpleview_listing_LOGOFILE,simpleview_listing_STATE,simpleview_listing_LISTINGID,Listing Category one,Listing Region,Listing Amenity,ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image ID,Listing Category Two
777,533,-91.4096620000,Natchez,,,,,,isabellahouse.natchez@gmail.com,,39120,527 Canal Street,(601) 660-4345,,31.556546,http://www.isabellahouseofnatchez.com/,,MS,777,STAY>Bed &amp; Breakfasts,Downtown,Smoking/Non-Smoking Sections,1331,Isabella House of Natchez,"Isabella House is a circa 1885 cottage with vintage character and charm located in the Downriver Historic District of Natchez, Mississippi. It has been lovingly renovated from a state of total disrepair and is available for nightly and weekly stays comfortably accommodating 2-4 guests. Although furnished with many unique and antique pieces, it still offers modern conveniences such as cable, internet, a dishwasher and washer/dryer as well as complimentary snacks and beverages. The rear courtyard is spacious and private and has a grill and chiminea for guest use. At Isabella House, you'll be within walking distance of wonderful downtown shops, restaurants and entertainment, but, since the 1920s Monitor Top refrigerator keeps the coldest drinks in town, you might not want to leave the back porch!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/isabella-house-of-natchez/,1332,
778,534,-91.4107722000,Natchez,,,,,,,,39120,21 Silver Street,(601) 897-0466,,31.5596679,http://www.thecamprestaurant.com,,MS,778,EAT>Local Flavor,,Smoking/Non-Smoking Sections,1333,"Camp Restaurant, The","With the recent changes to beer laws in the state of Mississippi, new wonderful beers are now available to the public. New breweries are opening all across the state and region and each is offering their own special touches and brewing styles to beer. The Camp is excited to share these beers with locals and visitors to the Natchez area. Here you can sip a beer and enjoy good food on our porch overlooking the Mighty Mississippi River, or sit inside and watch sports on one of our many large flat-screen TVs. We even have a courtyard in the back for a little more peace. Whatever you choose, we know you'll have a good time!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/camp-restaurant-the/,1334,
787,135,-91.4031710000,Natchez,,,,,,dunleith@dunleith.com,,39120,84 Homochitto Street,(601) 897-6300,,31.5604442,http://www.dunleith.com/inn/the-castle-restuarant.cfm,,MS,787,WEDDINGS>Cakes &amp; Caterers,,Credit Cards Accepted,1335,"Castle Restaurant & Pub, The","Located in an original 1790's carriage house and stables, The Castle is the perfect setting for a wonderful dining experience. Having received the Wine Spectator, ""Award of Excellence"" since its opening in December of 2000, The Castle Restaurant has a wine selection compared to no other establishment in our area. The Castle Pub is a cozy English-style pub with an extensive bar and signature drink menu. Here, guests can order from The Castle Restaurant or select appetizers from the Pub menu. The Pub boasts a large selection of domestic and foreign beers.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/castle-restaurant-pub-the-2/,1336,
788,204,-91.3935611000,Natchez,,,,,,dan@arabellamassage.com,,39120,113 Jeff Davis Boulevard,(601) 442-2871,,31.5215958,http://www.arabellamassage.com,,MS,788,WEDDINGS>Spas &amp; Salons,,,1337,Arabella Massage Therapy,"Dan and Julia Kelly offer professional massage services to the entire bridal party who are looking for a way to relax before the big Natchez wedding day. Massage styles offered at Arabella include Swedish Massage, Deep Tissue/Trigger Point Therapy, Hot Stone Massage, Myofascial (Muscle/fascia) Release Polarity",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/arabella-massage-therapy/,1338,
789,259,-91.4042885000,Natchez,,,,,,ntzgardenclub@bellsouth.net,,39120,215 S. Pearl Street,(601) 443-9065,,31.5589988,http://www.natchezgardenclub.org,,MS,789,MEETINGS>Venues,,,1339,Magnolia Hall,"Magnolia Hall's location in the heart of Natchez's downtown historic district places you
and your guests within short blocks of hotels, shops, and dining choices. The historic
home itself presents many options on how the ceremony and the related festivities are
planned. The entire home and its grounds are yours rendering all events there elegant,
southern, and memorable.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/magnolia-hall-2/,1340,
790,479,-91.4043460000,Natchez,,,,,,,,39120,215 Franklin Street,(601) 445-4155,,31.5623158,,,MS,790,MEETINGS>Venues,Downtown,Smoking/Non-Smoking Sections,1341,Natchez Civic Center,"Immediately across the street from the rear of the Convention Center is the Community Center. Of the entire buildings 6,695 sq. feet, 5,000 sq. feet of the building can be utilized quite nicely for receptions, banquets, as well as ceremony space. The location itself cannot be beat!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-civic-center-2/,1342,
799,544,-91.3998690000,Natchez,,,,,,,,39120,619 Franklin Street,(601) 493-4564,,31.559657,https://www.facebook.com/CestJolieABoutiqueSalon/info,,MS,799,WEDDINGS>Spas &amp; Salons,Downtown,Smoking/Non-Smoking Sections,1343,"C'est Jolie, A Boutique Salon","C'est Jolie is a boutique salon offering the pampering every girl needs! In this truly unique atmosphere, you'll feel like the true princess you are! Give them a call today to set up your appointment!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/cest-jolie-a-boutique-salon/,1344,
800,300,-91.6677809000,Frogmore,,,,,,frogmoreplantation@gmail.com,,71334,11656 U.S. Hwy. 84,(318) 757-2453,,31.608283,http://www.frogmoreplantation.com,,LA,800,TOUR>Attractions,,,1345,Frogmore Cotton Plantation & Gins,"Selected by Rand McNally as a ""MUST SEE"" site in South, this 1,800 acre early 19th century cotton plantation has been perfectly preserved. There are several different tour options for individuals or groups. Listen to the slave customs, secret music, and their surprising relationships with the master, mistress, and overseer all while walking through authentically furnished slave quarters, a rare steam gin, and other plantation dependencies. Tours also include the computerized farming and ginning of today. And don't forget to end your trip to Frogmore with a stop in the plantation store museum and gift shop. 

A short 20 minute drive west from Natchez, Frogmore Plantation is open year round. However, tours are by reservation only from November 16 - March 7. Please call 318-757-2453 or 318-757-3333 for more information.
 ",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/frogmore-cotton-plantation-gins/,1346,
803,547,-91.4011850000,Natchez,,,,,,,,39121,512 Franklin Street,(907) 540-0001,,31.559929,http://www.downtownkarlabrown.com/,,MS,803,TOUR>Attractions,Downtown,Smoking/Non-Smoking Sections,1347,Downtown Karla Brown,"Downtown Karla Brown offers over five different tours. Choose from our 3 or 6-hour Natchez History Tours where we visit Antebellum homes, a local winery, a trading post, as well as one of our fabulous local eateries. You may decide, instead, to choose our fascinating Vicksburg Civil War Tour which includes a stop at the Emerald Mound, the Windsor Ruins and a 3-hour long narrated tour of the Vicksburg National Military Park. You will work up an appetite as we make the scene at your choice of delightful and delicious local cuisine. 

For those who are more actively adventurous, we offer an epic bicycle tour that covers 3 days, 2 nights and an impressive 100 miles of scenic peddling on the striking historic Natchez Trace Parkway. 

We also offer a 2-hour ghostly getaway that takes us on a drive around Natchez to learn about local haunts and legends, as well as a journey into a dark, old occupied building! 

For the more literary types among you, we offer a 2.5-hour book tour covering over 40 stops that has us visiting many of the places Greg Iles mentions in his first three novels of the Penn Cage series, The Quiet Game, Turning Angel and The Devil's Punchbowl. 

Downtown Karla Brown also offers a tour following the locations mentioned in Greg Illes' newest trilogy of Natchez Burning, The Bone Tree and Mississippi Blood.

You can also enjoy a pleasant drive around Natchez while being guided through a brimming catalog of 45 destinations including antebellum homes and other historic destinations.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/downtown-karla-brown/,1348,
804,548,-91.3895608000,Natchez,,,,,,,,39120,25 Sgt Prentiss Drive,(601) 304-5802,,31.5238134,,,MS,804,EAT>Local Flavor,Highway 61,Smoking/Non-Smoking Sections,1349,Little Tokyo Japanese Steakhouse,"We are Natchez's only hibachi grill. Whether you are dining at one of our beautiful tables or at our sushi bar, you will be very pleased at our selection and preparation of fine appetizers, sushi, sashimi, rolls, special rolls, chef's specials and special entrees. We look forward to seeing you soon!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/little-tokyo-japanese-steakhouse/,1350,
806,550,-91.3994090000,Natchez,,,,,,myshoekloset2014@gmail.com,,39120,705 Franklin Street,(601) 653-4096,,31.559193,,,MS,806,SHOP>Specialty,Downtown,Smoking/Non-Smoking Sections,1351,My Shoe Kloset,"My Shoe Kloset, located in the heart of downtown Natchez, provides quality and affordable shoes, jewelry and accessories. With one of the largest collections of accessories in town, this is a must stop for any fashionista! Open 10-7pm Monday-Saturday, allow them to fulfill your accessory needs!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/my-shoe-kloset/,1352,
808,174,-91.3959849000,Natchez,,,,,,tabsold@aol.com,,39120,1 Cemetery Road,(601) 445-2304,,31.5731569,http://www.weymouthhall.com/,,MS,808,MEETINGS>Venues,,Breakfast Included|Credit Cards Accepted|Historic Property|Internet Access|Laundry Facility Available|Outdoor Pool|Pets Allowed (under 25lbs)|Private Bath|River Views,1353,Weymouth Hall,"A majestic property overlooking the river, Weymouth Hall has a few well appointed guest rooms and guests can enjoy an evening cocktail while watching the sunset from this fantastic vantage point. Just a minute from downtown.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/weymouth-hall-2/,1354,
809,551,-91.3973330000,Natchez,,,,,,redneckadventure@yahoo.com,,39120,317 Highland Blvd,(601) 597-6658,,31.521825,http://missloutours.com,,MS,809,TOUR>Attractions,,Smoking/Non-Smoking Sections,1355,Miss-Lou Tours,"Miss-Lou Tours boasts a fabulous menu of tours, experiences and adventures in the heart of the Mississippi/Louisiana Region, and is dedicated to providing high-quality diverse, fun and challenging experiences and adventures. We can customize your adventure to give you the best and most rewarding experience. Our tours include knowledgeable local guides and can be combined into a multi-day visit incorporating everything from fishing, hunting, photography, kayaking, African-American History, American Indian History, Churches and so much more! Give us a call today and let us set you up with your next adventure!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/miss-lou-tours/,1356,
811,552,-91.3865007000,Natchez,,,,,,gcbrooking@yahoo.com,,39120,57 Duncan Park Road,(601) 442-5955,,31.5382578,,,MS,811,OUTDOORS>Nature,Near Downtown,Smoking/Non-Smoking Sections,1357,Duncan Park,"Located in the heart of Natchez, Duncan Park offers bike and running trails along with a lovely 18-hole golf course, tennis courts and several baseball fields. If you are interested in an afternoon bike ride, head over to Duncan Park for a nice ride along one of their pretty nature trails.
Duncan Park Golf Course is a Public Facility where tourist are always welcome.
""Come out an play a Piece of History""",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/duncan-park/,1358,
812,553,-91.3966989000,Natchez,,,,,,roux61@att.net,,39120,453 Highway 61 S,(601) 445-0004,,31.5391974,http://www.roux61.com,,MS,812,EAT>Local Flavor,Highway 61,Smoking/Non-Smoking Sections,1359,Roux 61,"Roux 61 cares about every guest and every plate, and has an atmosphere that is 2nd to none. That's why their motto is ""great team, great food, great service"". 
On their menu you will find everything from seafood & steak to pasta and even alligator cheesecake! With delicious food, generous portions, and a top of the line staff, you'll want to come back again and again. 
They also have an extensive drink menu, oyster bar and live music several days of the week.

Roux 61, the ONLY way to great food.
Mon - Sat:	
11:00 am - 10:00 pm",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/roux-61/,1360,
813,554,-91.3990214000,Natchez,,,,,,,,39120,727 Franklin Street,(601) 443-9762,,31.558671,,,MS,813,NIGHTLIFE>Entertainment,,Smoking/Non-Smoking Sections,1361,Bobby J's Lounge,"Be prepared to dance the night away with live music at Bobby J's on Franklin Street. You can also try your luck at a game of pool. Be sure you speak to Bobby J himself, you'll find him right behind the bar serving you the perfect adult beverage.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/bobby-js-lounge/,1362,
815,556,-91.4020623000,Natchez,,,,,,sales@soiree-boutique.com,,39120,505 Main Street,(601) 493-4328,,31.5595177,http://facebook.com/,,MS,815,SHOP>Specialty,Downtown,Smoking/Non-Smoking Sections,1363,Soiree' Boutique,"Soiree' Boutique is a new retail location in the heart of downtown Natchez. Started by two best-friends, Soiree' specializes in women's clothing, shoes and accessories. Offering the trendiest brands such as Koolahburra, BCBG and Citizens, Soiree' can meet all of your fashion needs and keep you looking fabulous year-round. Stop by and see them today! 
Hours: Hours are 10-5 Monday-Saturday 
#shoplocal",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/soiree-boutique/,1364,
820,561,-91.4010030000,Natchez,,,,,,thenatchezpearl@yahoo.com,,39120,309 North Pearl Street,(601) 653-9797,,31.562141,http://thenatchezpearl.com,,MS,820,STAY>Bed &amp; Breakfasts,Downtown,Smoking/Non-Smoking Sections,1365,"Natchez Pearl, The","The Natchez Pearl is a boutique bed and breakfast located in the heart of downtown Natchez. The pearl is within walking distance to shopping, eating and the best views of the Mississippi River. The Pearl features private suites with private entrances, as well as a pristine view of Stanton Hall Mansion. Book your stay at the Pearl today!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-pearl-the/,1366,
826,93,-91.3998985291,Natchez,,,,,(601) 446-8554,,,39120,84 Homochitto Street,(601) 897-6300,,31.5496481,https://www.dunleithhistoricinn.com/,,MS,826,STAY>Bed &amp; Breakfasts,,Breakfast Included|Business Center|Children Under 14|Coffee Maker|Credit Cards Accepted|Crib Available|Free Parking Lot Available|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Jacuzzi Suites|Laundry Service|Long Term Stay Available|Meeting Space Available|Off Street Parking|Outdoor Pool|Private Bath|Refrigerator|Restaurant|Wireless Internet in Room,1367,Dunleith Historic Inn,"Luxury. Southern Hospitality. Charm. Dunleith is an exquisite 1865 Historic Inn located in the heart of Natchez. The Inn has 22 luxurious rooms and you can dine in our onsite restaurant, The Castle and Pub, which are open 7 days a week for breakfast, lunch and dinner.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/dunleith-historic-inn-3/,1368,
830,568,-91.4039785000,Natchez,,,,,,dub@smootsgrocery.com,,39120,319 North Broadway Street,(601) 870-6882,,31.5642411,http://smootsgrocery.com,,MS,830,NIGHTLIFE>Entertainment,Downtown,Smoking/Non-Smoking Sections,1369,Smoot's Grocery,"Smoot's Grocery Lounge is located on the corner of Broadway Street and High Street, just beside Steampunk Coffee Roasters. A restored Juke Joint, we're in the historical heart of downtown Natchez, overlooking the Mighty Mississippi, facing the riverwalk along the bluff. You may have seen our building (Rosie's Beer Garden) in the film ""Get On Up."" We offer craft beer, liquor and street food and of course live music!

Check out our facebook for more information: www.facebook.com/smootsgrocery",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/smoots-grocery/,1370,
831,570,-91.4022700000,Natchez,,,,,,natchezbrew@gmail.com,,39120,207 High Street,,,31.564174,http://www.natchezbrew.com/,,MS,831,EAT>Local Flavor,Downtown,Smoking/Non-Smoking Sections,1371,Natchez Brewing Company & Kitchen,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-brewing-company-kitchen/,1372,
832,93,-91.3998985291,Natchez,,,,,(601) 446-8554,,,39120,84 Homochitto Street,(601) 897-6300,,31.5496481,https://www.dunleithhistoricinn.com/,,MS,832,HISTORIC SITES &amp; HOMES>Homes,,Breakfast Included|Business Center|Children Under 14|Coffee Maker|Credit Cards Accepted|Crib Available|Free Parking Lot Available|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Jacuzzi Suites|Laundry Service|Long Term Stay Available|Meeting Space Available|Off Street Parking|Outdoor Pool|Private Bath|Refrigerator|Restaurant|Wireless Internet in Room,1373,Dunleith Historic Inn,Luxury is the best word to describe the ambience of Dunleith. The historic home is one of the city's premier antebellum homes and you'll feel richer than Scarlett when you step through the doorway. Dunleith is open for tours 7 days a week from 10 am to 3 pm every 30 minutes. Ticket prices are as follows: $7 for adults $6 for seniors and $4 for children.,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/dunleith-historic-inn-4/,1374,
833,571,-91.4108871000,Natchez,,,,,,gailguido@rocketmail.com,,39120,27 Silver Street,(601) 870-1237,,31.5595757,,,MS,833,SHOP>Specialty,Downtown,Smoking/Non-Smoking Sections,1375,Silver Street Gallery & Gifts,"Located at the Historic Natchez Under-the-Hill, Silver Street Gallery & Gifts offers lots of unique gifts, home decor, several Mississippi made items from jewelry to cookies and even beautiful art from
southern artists. Come on down for a visit!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/silver-street-gallery-gifts/,1376,
834,221,-91.3966370000,Natchez,,,,,,,,39120,483 John R. Junkin Drive,(601) 442-0247,,31.53853,,,MS,834,EAT>Local Flavor,,,1377,Buttercup Bakery,Buttercup Bakery is now at home inside Ja'Nel's Flowers and Gifts! Come by and check out all of the delicious home-style goodies made just like Granny used to make them! We use only the good stuff... real butter and completely from scratch! Our daily selections will vary so don't miss out! We look forward to seeing you!,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/buttercup-bakery/,1378,
837,573,-91.4012470000,Natchez,,,,,,magnoliamariee@gmail.com,,39120,200 Main Street,(601) 446-6400,,31.560492,http://www.magnoliamariee.com,,MS,837,WEDDINGS>Bridal Boutiques,Downtown,Smoking/Non-Smoking Sections,1379,Magnolia Mariée Bridal Boutique,"Happily Ever After Starts Here...Magnolia Mariée offers all brides a relaxing and stress free shopping experience. We carry a variety of exquisite gowns and accessories keeping the importance of a budget in mind. Not only do we cater to our brides but to the whole bridal party. We carry bridesmaid gowns, mother of the bride, flower girl and tuxedo rental. ​

Monday 10:00-3:00 Tuesday-Friday 10:00-5:00 and Saturday 9:00-3:00

​Call to schedule your ""All About You"" appointment today!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/magnolia-mariee-bridal-boutique/,1380,
840,577,-91.4011340000,Natchez,,,,,,,,39120,505 Franklin Street,(601) 446-3011,,31.560485,https://www.facebook.com/Nest-726006397536005/info/?tab=overview,,MS,840,SHOP>Specialty,Downtown,Smoking/Non-Smoking Sections,1381,Nest,"Located in historic downtown Natchez, John Grady Burns offers seasonal blooming flowers,unique gifts, home decor, and event planning for your every need. The shop is open Wednesday-Saturday and always by appointment.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/nest/,1382,
841,578,-87.6394228000,Natchez,,,,,,sdurkin58@gmail.com,,39120,640 South Canal Street,(601) 446-6345,,41.873751,http://www.openairtoursntz.com,,MS,841,TOUR>Attractions,Downtown,Smoking/Non-Smoking Sections,1383,Open Air Tours,"Open Air Tours (O.A.T.) is a 45-60 minute narrated tour of the historic district of Natchez. Tours begin from the Natchez Visitor Center. $20 for adults 15 and up and $16 for ages 6-14. Children under 6 ride free with adult. Tours are at 9:15 am, 10:15 am, 1:15 pm, and 2:15 pm, 7 days a week.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/open-air-tours/,1384,
842,576,-91.4107873000,Natchez,,,,,,,,39120,645 South Canal Street,(601) 861-4600,,31.5556325,http://magnoliabluffscasino.com,,MS,842,STAY>Hotels &amp; Motels,Near Downtown,Smoking/Non-Smoking Sections,1385,Magnolia Bluffs Casino Hotel,"Conveniently located across from the Natchez Visitor Reception Center, Magnolia Bluffs Casino Hotel is newly renovated hotel. With 141 rooms, you will have no trouble finding a comfortable room to suit your tastes. Ready for a little entertainment? Be sure to check out the hotel lobby bar or catch the shuttle to try your luck at Magnolia Bluffs Casino.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/magnolia-bluffs-casino-hotel/,1386,
843,576,-91.4107873000,Natchez,,,,,,,,39120,645 South Canal Street,(601) 861-4600,,31.5556325,http://magnoliabluffscasino.com,,MS,843,MEETINGS>Venues,Near Downtown,Smoking/Non-Smoking Sections,1387,Magnolia Bluffs Casino Hotel,"Conveniently located across from the Natchez Visitor Reception Center, Magnolia Bluffs Casino Hotel is newly renovated hotel. With 141 rooms, you will have no trouble finding a comfortable room to suit your tastes. Ready for a little entertainment? Be sure to check out the hotel lobby bar or catch the shuttle to try your luck at Magnolia Bluffs Casino.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/magnolia-bluffs-casino-hotel-2/,1388,
855,88,-91.3968430000,Natchez,,,,,(601) 653-4116,comfort@dshieldsusa.com,,39120,709 N. Union Street,(601) 304-5378,,31.5638765,https://www.dshieldsusa.com/,https://assets.simpleviewinc.com/simpleview/image/upload/crm/natchez/Exterior---Inn---Dusk-X30_d71307a2-5056-a36a-0817a3ea30d7edc0.jpg,MS,855,MEETINGS>Venues,Downtown,Breakfast Included|Children Under 14|Coffee Maker|Credit Cards Accepted|Downtown Walking Distance|Fitness Center|Free Parking Lot Available|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Laundry Service|Meeting Space Available|Microwave|Off Street Parking|Pets Allowed (under 25lbs)|Private Bath|Refrigerator|Wireless Internet in Room,1389,Devereaux Shields House,"This historic Natchez bed and breakfast offers an elegant backdrop for any bride to be. Only steps from downtown, you will experience true Southern Hospitality with beautiful gardens and amazing hosts.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/devereaux-shields-house-2/,1390,
858,583,-91.3892283000,Natchez,"Applebee's, Applebees, Restaurant, Food, Bar",,,,,coldiron0889@gmail.com,,39120,650 John R Junkin Drive,(601) 653-0201,,31.5285446,http://www.applebees.com,,MS,858,EAT>Local Flavor,Near Downtown,Smoking/Non-Smoking Sections,1391,Applebee's,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/applebees/,,
863,387,-91.4027358000,Natchez,"Choctaw Hall, Choctaw, Bed and Breakfast, B & B, Stay",,,,,info@choctawhall.com,,39120,310 N. Wall Street,(601) 807-0196,,31.5626703,,,MS,863,STAY>Bed &amp; Breakfasts,Downtown,,1392,Choctaw Hall,"Choctaw Hall was built around 1836 and features a blend of Greek Revival to Federal styles. 

Our Bed and Breakfast floor boasts four separate Queen bed suites connected by a comfortable living room and 24/7 access to self-serve snacks, light treats, an assortment of teas, and of course coffee. Our guests receive vouchers for a full breakfast of choice at nearby restaurants.

Our Bed and Breakfast suites are on the ground floor and have their own exit to the outside. Each bedroom has its own bathroom. We also provide access to a washer and dryer for laundry needs.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/choctaw-hall/,1393,
864,587,-91.3854790000,Natchez,"Sunnyside, Sunnyside B&B, Bed and Breakfast, B & B, Stay",,,,,colleenwilkins48@yahoo.com,,39120,102 Rembert Street,(601) 807-1148,,31.559303,https://www.facebook.com/bedbreakfastsunnysidenatchez/,,MS,864,STAY>Bed &amp; Breakfasts,Near Downtown,Smoking/Non-Smoking Sections,1394,Sunnyside,"This elegant, 1850's Greek-Revival cottage is situated on 10 acres near historic downtown. The gardens are picture perfect, and available for tours, weddings and parties. Sunnyside is the hidden gem you've been looking for!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/sunnyside/,1395,
867,501,-91.4068508148,Natchez,,,(888) 505-5777,,,,,39120,7 Roth Hill Road,(601) 235-0045,,31.56310559,http://www.magnoliabluffscasino.com/,,MS,867,EAT>Local Flavor,Downtown,Smoking/Non-Smoking Sections,1396,"Bluffs Bistro, The","Playmakers Bar & Grill has the best beers and bites to enjoy while you watch the big game and bet to win! With over 40 tvs and daily food specials, this is the best spot to unwind with friends.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/bluffs-bistro-the/,1397,
868,588,-91.3813763000,Natchez,"Concord Quarters, Bed & Breakfast, Bed and Breakfast, B & B",(601) 493-3018,,,,concordquarters@gmail.com,,39120,301 Gayosa Avenue,(601) 442-5687,,31.564422,,,MS,868,STAY>Bed &amp; Breakfasts,Near Downtown,Smoking/Non-Smoking Sections,1398,Concord Quarters,"Original slave quarters from the 1820's, Concord Quarters sits atop a knoll overlooking natural park-like landscaped acres. Nestled in a community rich in culture, walk out the door and enjoy a song and sermon at one of the oldest, primitive Baptist churches in the city. Across the street, you can enjoy wine tasting and tours of the Old South Winery, famous for their Muscadine wine. Breakfast is served every morning of your stay. We offer three, well-appointed bedrooms to choose from, and beautiful location for weddings. Concord Quarters is located just North of the city, about 5 minutes from downtown. Take in the splendor of massive oak trees and magnolias and experience the soul of southern hospitality.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/concord-quarters/,1399,HISTORIC SITES &amp; HOMES>Homes
875,595,-91.3867803000,Natchez,,,,,,,,39120,1358 John A. Quitman Boulevard,(601) 445-8413,,31.5537567,http://www.citysightseeingnatchez.com/,,MS,875,TOUR>Attractions,,Smoking/Non-Smoking Sections,1400,City Sightseeing Natchez,"Double-Decker Open-Top City Tour Visit Natchez’s Top Attractions

Over 40 spectacular Hop On Hop Off sights and attractions. Hop On our double-decker open-top TOUR bus at any stop and enjoy the ride through historic Natchez. Hop Off and spend as much time as you like at any of our stops. Tours: Tue - Sun 10:00am-2:00pm.
Tickets available for purchase at the Natchez Visitor Center, Natchez Convention Center, Monmouth Historic Inn or Natchez Grand Hotel.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/city-sightseeing-natchez/,1401,
876,115,-91.3959074020,Natchez,,,,,,book@theburnbnb.com,,39120,712 N. Union Street,(601) 442-1344,,31.565199,http://www.theburnbnb.com,,MS,876,STAY>Bed &amp; Breakfasts,Downtown,Breakfast Included|Historic Property|Internet Access|Outdoor Pool|Private Bath,1402,"Burn, The","Built in 1834 to be the residence of John P. Walworth, a wealthy planter, merchant, banker, and politician, the Burn is the oldest documented Greek Revival residence in Natchez, Mississippi. Listed on the National Register of Historic Places in 1979, the Burn was built on a knoll to the north of the old town area of Natchez.

The house is one-and-a-half-story Greek Revival double-pile central hall plan building built of frame construction upon a brick basement. It has a five bay east-facing façade with a pedimented portico supported by four fluted Doric columns.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/burn-the-2/,1403,
884,598,-95.7128910000,Natchez,,,,,,,,39120,483 John R. Junkin Drive,(601) 442-0247,,37.09024,,,MS,884,WEDDINGS>Cakes &amp; Caterers,,Smoking/Non-Smoking Sections,1404,Buttercup Bakery,"We do custom orders on flowers, wreaths, sweets, and more.... for any occasion! Come see us or give us a call today!",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/buttercup-bakery-2/,1405,
886,582,-91.3998690000,Natchez,,,,,,,,39120,619 Franklin Street,(601) 445-0009,,31.559657,,,MS,886,WEDDINGS>Spas &amp; Salons,Downtown,Smoking/Non-Smoking Sections,1406,Clary Sage Salon,"Creating peaceful tranquility for the mind, body and soul.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/clary-sage-salon/,1407,
