id,subtype,is_active,name,slug,body,meta_title,meta_description,meta_keywords,searchable,deleted_at,created_at,updated_at,is_converted
232,default,0,Learning and Activities CXL,learning-activities,,Learning & Activities,"We know that families are home right now, many looking for ways to keep the kids (and the adults) active and learning. So we've complied a some reading, activity sheets and more to keep the whole family entertained.",,,,2020-04-03 11:37:31,2020-04-07 14:17:13,0
233,default,0,Virtual Experiences WORK,virtual-experiences,,,,,,,2020-04-06 16:45:29,2020-04-07 14:12:51,0
234,default,1,Virtual Experiences,virtual-experiences,,,,,,,2020-04-07 13:59:05,2020-04-07 13:59:23,0
235,default,1,Activities and Learning,activities-and-learning,,Activities and Learning,"We know that families are home right now, many looking for ways to keep the kids (and the adults) active and learning. So we've complied a some reading, activity sheets and more to keep the whole family entertained.",,,,2020-04-07 14:13:23,2020-04-07 14:14:28,0
236,default,1,Sea Turtle Trail,sea-turtle-trail,,Sea Turtle Trail,"Whether you’re displaying a sea turtle at a home or business, or you’re on the lookout for sea turtles popping up all over the Bradenton Area, this is a fun and safe way to show our community we’re stronger together even when we’re apart. See below how you can be a part of the Bradenton Area Turtle Trail.",,,,2020-04-08 09:07:24,2020-04-09 09:47:39,0
237,default,1,Taste the Bradenton Area,taste-the-bradenton-area,,A Taste of the Bradenton Area,,,,,2020-04-09 10:02:04,2020-04-09 10:02:29,0
238,default,1,Missing the Bradenton Area? You’re Virtually Here!,missing-the-bradenton-area-youre-virtually-here,,Zoom Backgrounds Missing the Bradenton Area? You’re Virtually Here!,Now you can have even more fun with it by using your favorite Bradenton Area Zoom background!,,,,2020-04-29 15:02:13,2020-04-29 16:57:36,0
239,default,1,Visiting Responsibly,visiting-responsibly,,"Visiting Bradenton, Anna Maria Island, Longboat Key Responsibly","The beaches of Bradenton, Anna Maria Island, Longboat Key are open again. We’re happy to welcome you back to enjoy our beautiful island beaches and surrounding businesses safely and responsibly.",,,,2020-05-18 15:29:18,2020-07-23 15:18:25,0
240,default,1,Unwind with Peace of Mind,unwind-with-peace-of-mind,,Unwind with Peace of Mind,"henever you’re ready to get away for a well-deserved vacation, Bradenton/Anna Maria Island/Longboat Key will be ready for you. Enjoy the beauty of our serene island beaches all to yourself or with that special someone. Untouched and unspoiled, Florida’s West Coast offers a safe, quiet getaway making it easier than ever to unwind with peace of mind.",,Make a Break for It,,2020-05-18 16:41:13,2020-10-26 10:03:34,0
241,default,1,COVID-19 Industry Partner Information TEST,covid-19-industry-partner-information-1590173776,,COVID-19 Industry Partner Information,The Bradenton Area Convention and Visitors Bureau (BACVB) continues to mintor the COVID-10 pandemic closely. Below is a list of resources that will help visitors of the Bradenton Area travel safely and Bradenton Area residents manage their professional and business needs during the crisis. ,,,,2020-05-22 14:56:16,2020-05-22 14:59:39,0
242,default,1,Make a Break For It,make-a-break-for-it,,,,,,2020-05-27 15:35:47,2020-05-26 13:37:56,2020-05-27 15:35:47,0
243,default,1,The Agricultural Heritage of the Bradenton Area,the-agricultural-heritage-of-the-bradenton-area,,The Agricultural Heritage of the Bradenton Area,"If you guessed oranges were the only thing grown in Florida, guess again.",,,,2020-05-27 09:08:37,2020-05-27 09:29:53,0
244,default,1,For the Birds,for-the-birds,,For the Birds,"Once upon a time, quail were once a Manatee County commodity. Today, there's not even a few feather's worth of the small bird anywhere in the area.",,,,2020-05-27 09:32:38,2020-05-27 09:36:52,0
245,default,1,The Not-So-Secret Lives of Cows,the-not-so-secret-lives-of-cows,,The Not-So-Secret Lives of Cows,"Seeing “the cows come home” has become a rarity in the Bradenton Area. Today, there are only three dairies left.",,,,2020-05-27 09:38:34,2020-05-27 09:59:15,0
246,default,1,An Empire Built on Grapefruit,an-empire-built-on-grapefruit,,An Empire Built on Grapefruit,"Atwood Grapefruit Company became the largest grove in the world. At the peak of production in 1927, the grove produced 160,000 boxes — valued at more than a half-million dollars — and it's said that King George V of England was an annual customer.",,,,2020-05-27 10:07:31,2020-05-27 10:14:00,0
247,default,1,Sustainability,sustainability,,,,,,,2020-05-28 10:27:39,2020-05-28 10:27:39,0
248,default,0,Black Owned Businesses in the Bradenton Area,black-owned-businesses-in-the-bradenton-area,,Black Owned Businesses to Support in the Bradenton Area,The Bradenton Area is a friendly and diverse destination with offerings for every member of the family. And with Juneteenth right around the corner we wanted to highlight just some black-owned businesses to support.,,,,2020-06-18 10:42:33,2022-10-24 09:51:50,0
249,default,1,Notable Nonprofits,notable-nonprofits,,Notable Nonprofits,"There are dozens of notable nonprofits that call the Bradenton Area home, many of which benefit the community in a variety of ways. From assisting local wildlife to maintaining our pristine ecosystems, groups of dedicated people pursue a collective goal of making the Bradenton Area better for everyone.",,,,2020-06-18 16:02:55,2020-06-23 15:35:25,0
250,default,1,Open-Air Activities,open-air-activities,,Open-Air Activities,"There are many fantastic ways to enjoy the Bradenton Area, including open-air activities and outdoor explorations. Being outside allows you to soak in the natural beauty that is unique to the West Coast of Florida.",,,,2020-06-18 16:05:43,2020-06-23 15:34:26,0
251,default,0,Instagram Accounts to Follow,instagram-accounts-to-follow,,Instagram Accounts to Follow,"The beaches of Anna Maria Island and Longboat Key are the perfect place to spend the day to soak in the unspoiled splendor of the Bradenton Area. But these local barrier islands are more than a destination, they provide stunning backdrops for content creators to build Instagram accounts around.",,,,2020-06-18 16:07:15,2023-05-24 16:29:28,0
252,default,1,Meet Our Locals,meet-our-locals,,Meet Our Locals,"What is the one secret ingredient that differentiates a ho-hum location from a warm and friendly destination? It's the people who fill that place with their creativity, charisma and charm.",,,,2020-06-23 11:33:14,2020-06-23 11:47:25,0
253,default,1,Seasonal Escapes,fall-deals-2020,,Seasonal Escapes,Find deals in the Bradenton Area for hotels and vacation rentals in winter 2020. Family vacations to Florida.,"Anna Maria Island, Florida vacation deals, Florida deals, hotel deals, Florida vacations, Family vacations in Florida, Bradenton Vacations, Anna Maria Island beaches, florida beach vacation deals, Florida beach vacations, florida family beaches",,,2020-06-24 11:40:22,2020-12-21 11:01:10,0
254,default,1,7 Tips for Managing a Stress-free Multigenerational Vacation,7-tips-for-managing-a-stress-free-multigenerational-vacation,,7 Tips for Managing a Stress-free Multigenerational Vacation,"In the past, family vacations were just mom, dad, and the kids. Recently, the idea has grown to include grandparents and others as well.",,,,2020-07-16 15:34:36,2020-07-28 10:48:23,0
255,default,1,Bradenton Area Vacation Educational and Fun,summer-school-ways-to-make-your-bradenton-area-vacation-educational-and-fun,,Summer School: Bradenton Area Educational Fun,"There are plenty of ways to experience the Bradenton Area during the summer, especially if you’re looking to add some enjoyable learning opportunities. Whether you’re a local or a visitor, there’s something for everyone to enhance your knowledge!",,,,2020-07-16 15:35:38,2022-02-20 10:00:59,0
256,default,1,Road Trip Tips,road-trip-tips,,,Taking to the highways and byways is a fantastic way to make the most out of any family vacation. We collected five fantastic tips from real parents on road trip travel tips.,,,,2020-07-16 15:36:12,2020-07-29 16:04:44,0
257,default,1,Kid-friendly Restaurants,kid-friendly-restaurants,,Kid-Friendly Restaurants,"There are plenty of adventures and family-fun to be had in the Bradenton Area, especially when it comes to dining. We’ve assembled a list of some family-friendly restaurants that are sure to score five-stars (and full tummies).",,,,2020-07-16 15:36:39,2020-07-29 16:04:22,0
258,default,1,Staycation: What You’re Missing On AMI,staycation-what-youre-missing-on-ami,,Staycation: What You’re Missing On AMI,"We’re lucky enough to live where others choose to vacation, so why not take the trouble out of traveling and enjoy a well-deserved staycation? Unplug and unwind with us for an authentic Florida getaway as we take a one-of-a-kind staycation—Anna Maria Island style!",,,,2020-07-23 09:48:12,2020-07-29 16:04:09,0
259,default,1,Timeless Cortez,timeless-cortez,,Timeless Cortez,"Pre-dawn, a fishing captain pulls up to his dock with his catch. In the distance, pelicans bob in the water. Overhead, seagulls soar, waiting to swoop in and pick up whatever scraps are thrown overboard. As the sun rises, the smell of the sea hangs heavily in the air. For most, this sounds like a scene from a movie. But for the residents of this sleepy waterfront enclave, it's just another day unfolding as it has for generations of Cortezians.",,,,2020-08-24 11:26:22,2020-08-24 11:47:29,0
260,default,1,Fishing Bradenton Area Waters,fishing-bradenton-area-waters,,Fishing Bradenton Area Waters,"The Bradenton Area boasts some of the best angling opportunities around, including freshwater, in-shore, and offshore fishing. The unique geography and miles of pristine coastline means you’ll never run out of fishing options on your next visit.",,,,2020-08-24 13:15:11,2020-08-25 12:51:31,0
261,default,1,Snorkeling and Scuba Diving in the Bradenton Area,snorkeling-and-scuba-diving-in-the-bradenton-area,,Snorkeling and Scuba Diving in the Bradenton Area,"The tranquil waters of the Gulf of Mexico are splendid for swimming, but there are untold treasures that lie beneath the waves. The Bradenton Area is home to many natural and artificial reefs, all of which are perfect for snorkeling and scuba diving.",,,,2020-08-24 13:59:28,2020-08-25 12:51:52,0
262,default,1,Dining in Cortez Fishing Village,dining-in-cortez-fishing-village,,Dining in Cortez Fishing Village,"The Historic Fishing Village of Cortez is one of the few remaining ‘working waterfronts’ on Florida’s West Coast, which means that THIS is the place for the freshest seafood around. Perfectly protected by the barrier islands and positioned along the calm intercoastal waterway, fishing boats have safe refuge and access to the deep, bountiful waters of the Gulf of Mexico. The rich maritime heritage of Cortez is apparent everywhere, especially in the mouth-watering cuisine served at the local restaurants.",,,,2020-08-25 11:05:30,2020-08-26 08:35:01,0
263,default,1,The New Way To Travel,the-new-way-to-travel,,The New Way To Travel,"During the quarantine, the only adventure many of us could look forward to was a trip from one room to the next. But studies have shown, with the right amount of social distancing, there's no safer place than the great outdoors. And in the Bradenton Area, there's plenty of room and lots of ways to get closer to nature and distance yourself from the crowds. Whether you prefer skimming the surface or high-flying adventure, we have just the type of vacation you're looking for.",,,,2020-09-16 11:53:08,2020-09-21 10:28:30,0
264,default,1,The Best Places to Dine Outdoors,the-best-places-to-dine-outdoors,,The Best Places to Dine Outdoors,"What better way to enjoy the endless summer of the Bradenton Area than by dining al fresco. Many local restaurants and drink outposts have ample outdoor dining options, providing patrons with an enjoyable ambiance and appropriate social distancing. In need of some outdoor dining inspiration with a little space? We’ve got you covered!",,,,2020-09-16 11:53:59,2020-09-23 17:11:02,0
